9606	Q03135|CAV1_HUMAN	9606.ENSP00000339191	100.0	370.0
9606	P35125|UBP6_HUMAN	9606.ENSP00000460380	100.0	2941.0
9606	P41161|ETV5_HUMAN	9606.ENSP00000306894	100.0	1045.0
9606	Q6KF10|GDF6_HUMAN	9606.ENSP00000287020	100.0	928.0
9606	Q495C1|RN212_HUMAN	9606.ENSP00000389709	100.0	610.0
9606	Q6SJ96|TBPL2_HUMAN	9606.ENSP00000247219	100.0	767.0
9606	Q96E29|MTEF3_HUMAN	9606.ENSP00000287025	100.0	852.0
9606	Q12952|FOXL1_HUMAN	9606.ENSP00000326272	100.0	687.0
9606	Q5U651|RAIN_HUMAN	9606.ENSP00000222145	100.0	1917.0
9606	Q5JXM2|MET24_HUMAN	9606.ENSP00000344071	100.0	753.0
9606	Q8IY22|CMIP_HUMAN	9606.ENSP00000446100	100.0	1596.0
9606	O15084|ANR28_HUMAN	9606.ENSP00000382379	100.0	2165.0
9606	Q9NRY5|F1142_HUMAN	9606.ENSP00000341597	100.0	1021.0
9606	P50454|SERPH_HUMAN	9606.ENSP00000434412	100.0	860.0
9606	Q13555|KCC2G_HUMAN	9606.ENSP00000319060	96.12	1131.0
9606	Q96M60|F227B_HUMAN	9606.ENSP00000299338	100.0	1047.0
9606	Q9GZS9|CHST5_HUMAN	9606.ENSP00000338783	100.0	840.0
9606	Q8IZQ8|MYCD_HUMAN	9606.ENSP00000401678	95.132	1748.0
9606	P78333|GPC5_HUMAN	9606.ENSP00000366267	100.0	1197.0
9606	O43927|CXL13_HUMAN	9606.ENSP00000286758	100.0	217.0
9606	P05556|ITB1_HUMAN	9606.ENSP00000379350	100.0	1642.0
9606	O15498|YKT6_HUMAN	9606.ENSP00000223369	100.0	411.0
9606	Q3MIX3|ADCK5_HUMAN	9606.ENSP00000310547	99.828	1181.0
9606	Q70CQ2|UBP34_HUMAN	9606.ENSP00000381577	100.0	7403.0
9606	Q8WXX0|DYH7_HUMAN	9606.ENSP00000311273	100.0	8359.0
9606	Q9NRR1|CYTL1_HUMAN	9606.ENSP00000303550	100.0	274.0
9606	Q9NTX5|ECHD1_HUMAN	9606.ENSP00000436585	100.0	624.0
9606	Q7Z419|R144B_HUMAN	9606.ENSP00000259939	100.0	623.0
9606	P04118|COL_HUMAN	9606.ENSP00000259938	100.0	228.0
9606	Q9C0A6|SETD5_HUMAN	9606.ENSP00000385852	100.0	2966.0
9606	P35557|HXK4_HUMAN	9606.ENSP00000223366	100.0	934.0
9606	P63146|UBE2B_HUMAN	9606.ENSP00000265339	100.0	315.0
9606	P05121|PAI1_HUMAN	9606.ENSP00000223095	100.0	834.0
9606	Q4VC12|MSS51_HUMAN	9606.ENSP00000299432	100.0	945.0
9606	Q93062|RBPMS_HUMAN	9606.ENSP00000340176	99.435	350.0
9606	P21796|VDAC1_HUMAN	9606.ENSP00000265333	100.0	577.0
9606	Q8IVW4|CDKL3_HUMAN	9606.ENSP00000265334	100.0	1228.0
9606	Q15166|PON3_HUMAN	9606.ENSP00000265627	100.0	729.0
9606	Q643R3|LPCT4_HUMAN	9606.ENSP00000317300	100.0	1056.0
9606	Q16527|CSRP2_HUMAN	9606.ENSP00000310901	100.0	396.0
9606	P07947|YES_HUMAN	9606.ENSP00000462468	100.0	1134.0
9606	Q9UBR4|LHX3_HUMAN	9606.ENSP00000360811	100.0	769.0
9606	Q7L775|EPMIP_HUMAN	9606.ENSP00000406027	100.0	1254.0
9606	Q6ZV89|SH2D5_HUMAN	9606.ENSP00000406026	100.0	857.0
9606	Q8NHS2|AATC2_HUMAN	9606.ENSP00000303077	100.0	869.0
9606	O95185|UNC5C_HUMAN	9606.ENSP00000406022	100.0	1937.0
9606	A0A087WV05|A0A087WV05_HUMAN	9606.ENSP00000479064	100.0	218.0
9606	Q9Y366|IFT52_HUMAN	9606.ENSP00000362121	100.0	908.0
9606	Q8IWP9|CC28A_HUMAN	9606.ENSP00000479060	100.0	560.0
9606	Q9P2W9|STX18_HUMAN	9606.ENSP00000305810	100.0	689.0
9606	Q309B1|TR16L_HUMAN	9606.ENSP00000461386	100.0	726.0
9606	Q8N370|LAT4_HUMAN	9606.ENSP00000461382	99.302	1158.0
9606	Q3SY89|ELB3B_HUMAN	9606.ENSP00000479069	100.0	1108.0
9606	Q969H4|CNKR1_HUMAN	9606.ENSP00000363371	100.0	1457.0
9606	Q92887|MRP2_HUMAN	9606.ENSP00000359478	100.0	3181.0
9606	Q96AP7|ESAM_HUMAN	9606.ENSP00000278927	100.0	781.0
9606	P98177|FOXO4_HUMAN	9606.ENSP00000363377	100.0	1009.0
9606	Q3B820|F161A_HUMAN	9606.ENSP00000385158	90.143	1149.0
9606	Q2M296|MTHSD_HUMAN	9606.ENSP00000354152	100.0	782.0
9606	O60869|EDF1_HUMAN	9606.ENSP00000224073	100.0	296.0
9606	Q9NY43|BARH2_HUMAN	9606.ENSP00000359474	100.0	784.0
9606	V9GYS6|V9GYS6_HUMAN	9606.ENSP00000477043	100.0	209.0
9606	Q96EG1|ARSG_HUMAN	9606.ENSP00000407193	100.0	1088.0
9606	P49755|TMEDA_HUMAN	9606.ENSP00000303145	100.0	449.0
9606	P22694|KAPCB_HUMAN	9606.ENSP00000359719	99.703	702.0
9606	Q8WXS4|CCGL_HUMAN	9606.ENSP00000303148	100.0	380.0
9606	Q9NS67|GPR27_HUMAN	9606.ENSP00000303149	100.0	734.0
9606	Q6NWY9|PR40B_HUMAN	9606.ENSP00000448073	99.885	1767.0
9606	Q96AM1|MRGRF_HUMAN	9606.ENSP00000309782	100.0	694.0
9606	Q96CK0|ZN653_HUMAN	9606.ENSP00000293771	100.0	1270.0
9606	M0R3G1|M0R3G1_HUMAN	9606.ENSP00000473200	100.0	416.0
9606	Q11201|SIA4A_HUMAN	9606.ENSP00000428540	100.0	714.0
9606	P14136|GFAP_HUMAN	9606.ENSP00000468500	97.519	777.0
9606	Q92754|AP2C_HUMAN	9606.ENSP00000201031	100.0	927.0
9606	Q99259|DCE1_HUMAN	9606.ENSP00000350928	100.0	1249.0
9606	P25205|MCM3_HUMAN	9606.ENSP00000480987	100.0	1665.0
9606	Q00266|METK1_HUMAN	9606.ENSP00000361287	100.0	820.0
